query_idx,query_name,method,retrieved_name,l2,acc@0.1,recall,cosine,module,missing,hard_subset_mode,candidate_pool_size
12,Midwest Emo,Wav2Vec-RAG,Midwest Emo Twinkled,0.04850734779297371,0.9230769230769231,0.8333333333333334,0.9899779874756893,1.0,0,none,1056
12,Midwest Emo,FeatureNN-RAG,Midwest Emo Twinkled,0.04850734779297371,0.9230769230769231,0.8333333333333334,0.9899779874756893,1.0,0,none,1056
12,Midwest Emo,CLAP,Midwest Emo Twinkled,0.04850734779297371,0.9230769230769231,0.8333333333333334,0.9899779874756893,1.0,0,none,1056
12,Midwest Emo,PaSST,,,,,,,1,none,1056
12,Midwest Emo,PANNs,,,,,,,1,none,1056
12,Midwest Emo,TRR,Midwest Emo Twinkled,0.04850734779297371,0.9230769230769231,0.8333333333333334,0.9899779874756893,1.0,0,none,1056
13,Dry Funk,Text-RAG,Spanky Funk,0.6240822696354767,0.37142857142857144,0.15384615384615385,0.285544876453194,0.3333333333333333,0,none,1056
13,Dry Funk,Wav2Vec-RAG,Indie Jangle Bright,0.746803831888093,0.09523809523809523,0.07692307692307693,0.32458052830826817,1.0,0,none,1056
13,Dry Funk,FeatureNN-RAG,Synth Pop Glimmer,0.28448510631364465,0.5238095238095238,0.46153846153846156,0.899900266649852,1.0,0,none,1056
13,Dry Funk,CLAP,Motown Soul Motown,0.37545076844216146,0.2857142857142857,0.23076923076923078,0.831199292435421,1.0,0,none,1056
13,Dry Funk,PaSST,,,,,,,1,none,1056
13,Dry Funk,PANNs,,,,,,,1,none,1056
13,Dry Funk,TRR,Dry Funk Rhythm,0.4781483924655517,0.7391304347826086,0.8461538461538461,0.788443608165122,0.8333333333333334,0,none,1056
14,Classic Plexi,Text-RAG,Plexi Classic Hot,0.46743229502761424,0.8260869565217391,0.9166666666666666,0.9999802633822613,1.0,0,none,1056
14,Classic Plexi,Wav2Vec-RAG,Plexi Classic Hot,0.46743229502761424,0.8260869565217391,0.9166666666666666,0.9999802633822613,1.0,0,none,1056
14,Classic Plexi,FeatureNN-RAG,Plexi Classic Hot,0.46743229502761424,0.8260869565217391,0.9166666666666666,0.9999802633822613,1.0,0,none,1056
14,Classic Plexi,CLAP,Grunge Dirt Seattle,68.666768201321,0.5555555555555556,0.25,0.0023318970422366294,0.3333333333333333,0,none,1056
14,Classic Plexi,PaSST,,,,,,,1,none,1056
14,Classic Plexi,PANNs,,,,,,,1,none,1056
14,Classic Plexi,TRR,Plexi Classic Hot,0.46743229502761424,0.8260869565217391,0.9166666666666666,0.9999802633822613,1.0,0,none,1056
15,Brown Sound,Text-RAG,Saturated Drive Rhythm,3.9883122514899267,0.8461538461538461,0.9166666666666666,0.9999631358305564,0.75,0,none,1056
15,Brown Sound,Wav2Vec-RAG,Brown Sound Modern,0.10533554047403243,0.8260869565217391,0.9166666666666666,0.9999988975254284,1.0,0,none,1056
15,Brown Sound,FeatureNN-RAG,Brown Sound Modern,0.10533554047403243,0.8260869565217391,0.9166666666666666,0.9999988975254284,1.0,0,none,1056
15,Brown Sound,CLAP,Touch Sensitive Lead,4.198092077826913,0.2608695652173913,0.08333333333333333,0.9999945830019144,1.0,0,none,1056
15,Brown Sound,PaSST,,,,,,,1,none,1056
15,Brown Sound,PANNs,,,,,,,1,none,1056
15,Brown Sound,TRR,Brown Sound Modern,0.10533554047403243,0.8260869565217391,0.9166666666666666,0.9999988975254284,1.0,0,none,1056
16,Garage Rock Fuzz,Text-RAG,Garage Rock Fuzz Raw,0.06820771706658214,0.8695652173913043,0.8,0.9842185081787347,1.0,0,none,1056
16,Garage Rock Fuzz,Wav2Vec-RAG,Garage Rock Fuzz Raw,0.06820771706658214,0.8695652173913043,0.8,0.9842185081787347,1.0,0,none,1056
16,Garage Rock Fuzz,FeatureNN-RAG,Garage Rock Fuzz Raw,0.06820771706658214,0.8695652173913043,0.8,0.9842185081787347,1.0,0,none,1056
16,Garage Rock Fuzz,CLAP,Garage Rock Fuzz Raw,0.06820771706658214,0.8695652173913043,0.8,0.9842185081787347,1.0,0,none,1056
16,Garage Rock Fuzz,PaSST,,,,,,,1,none,1056
16,Garage Rock Fuzz,PANNs,,,,,,,1,none,1056
16,Garage Rock Fuzz,TRR,Garage Rock Fuzz Raw,0.06820771706658214,0.8695652173913043,0.8,0.9842185081787347,1.0,0,none,1056
17,Grunge Dirt,Text-RAG,Grunge Dirt Seattle,0.06382145226458046,0.9523809523809523,1.0,0.9747476340714395,1.0,0,none,1056
17,Grunge Dirt,Wav2Vec-RAG,Grunge Dirt Seattle,0.06382145226458046,0.9523809523809523,1.0,0.9747476340714395,1.0,0,none,1056
17,Grunge Dirt,FeatureNN-RAG,Grunge Dirt Seattle,0.06382145226458046,0.9523809523809523,1.0,0.9747476340714395,1.0,0,none,1056
17,Grunge Dirt,CLAP,Grunge Dirt Seattle,0.06382145226458046,0.9523809523809523,1.0,0.9747476340714395,1.0,0,none,1056
17,Grunge Dirt,PaSST,,,,,,,1,none,1056
17,Grunge Dirt,PANNs,,,,,,,1,none,1056
17,Grunge Dirt,TRR,Grunge Dirt Seattle,0.06382145226458046,0.9523809523809523,1.0,0.9747476340714395,1.0,0,none,1056
18,Saturated Rhythm,Text-RAG,Saturated Drive Rhythm,0.6068249459275715,0.8846153846153846,1.0,0.9999631269777048,0.75,0,none,1056
18,Saturated Rhythm,Wav2Vec-RAG,Texas Blues,0.2751088958183783,0.5384615384615384,0.25,0.9999924211405526,0.75,0,none,1056
18,Saturated Rhythm,FeatureNN-RAG,Britpop Jangle,0.7925516606396135,0.7391304347826086,0.9166666666666666,0.9999443589560733,1.0,0,none,1056
18,Saturated Rhythm,CLAP,Motown Soul Motown,63.695166724625295,0.25,0.08333333333333333,0.000864942012373894,0.3333333333333333,0,none,1056
18,Saturated Rhythm,PaSST,,,,,,,1,none,1056
18,Saturated Rhythm,PANNs,,,,,,,1,none,1056
18,Saturated Rhythm,TRR,Saturated Drive Rhythm,0.6068249459275715,0.8846153846153846,1.0,0.9999631269777048,0.75,0,none,1056
19,Hard Rock Crunch,Text-RAG,Southern Rock,0.4149656977217687,0.45714285714285713,0.21428571428571427,0.18634138749762247,0.3333333333333333,0,none,1056
19,Hard Rock Crunch,Wav2Vec-RAG,Jazz Hollowbody Warm,0.5804220322945006,0.4117647058823529,0.14285714285714285,0.04032633536389586,0.2,0,none,1056
19,Hard Rock Crunch,FeatureNN-RAG,Auto-Tune Pop,20.999621266151113,0.5714285714285714,0.5714285714285714,0.02705267733382595,1.0,0,none,1056
19,Hard Rock Crunch,CLAP,Southern Soul Gospel Philly,0.46204462936366825,0.19047619047619047,0.14285714285714285,0.6948685248594904,1.0,0,none,1056
19,Hard Rock Crunch,PaSST,,,,,,,1,none,1056
19,Hard Rock Crunch,PANNs,,,,,,,1,none,1056
19,Hard Rock Crunch,TRR,Studio Clean,0.15757856241676194,0.5238095238095238,0.35714285714285715,0.9390619886865595,1.0,0,none,1056
20,Brian May Style,Text-RAG,Brian May Queen Tone,0.08969767374857666,0.782608695652174,0.8333333333333334,0.9999991991572795,1.0,0,none,1056
20,Brian May Style,Wav2Vec-RAG,Brian May Queen Tone,0.08969767374857666,0.782608695652174,0.8333333333333334,0.9999991991572795,1.0,0,none,1056
20,Brian May Style,FeatureNN-RAG,Brian May Queen Tone,0.08969767374857666,0.782608695652174,0.8333333333333334,0.9999991991572795,1.0,0,none,1056
20,Brian May Style,CLAP,Octave Fuzz,65.40787545379577,0.5185185185185185,0.25,0.021178503139006433,0.6666666666666666,0,none,1056
20,Brian May Style,PaSST,,,,,,,1,none,1056
20,Brian May Style,PANNs,,,,,,,1,none,1056
20,Brian May Style,TRR,Brian May Queen Tone,0.08969767374857666,0.782608695652174,0.8333333333333334,0.9999991991572795,1.0,0,none,1056
21,80s Hair Metal,Text-RAG,80s Hair Metal Arena,0.009805806756909202,1.0,1.0,0.9997960990424465,1.0,0,none,1056
21,80s Hair Metal,Wav2Vec-RAG,80s Hair Metal Arena,0.009805806756909202,1.0,1.0,0.9997960990424465,1.0,0,none,1056
21,80s Hair Metal,FeatureNN-RAG,80s Hair Metal Arena,0.2908200831600713,0.7692307692307693,0.7857142857142857,0.8662646521973407,1.0,0,none,1056
21,80s Hair Metal,CLAP,80s Hair Metal Arena,0.009805806756909202,1.0,1.0,0.9997960990424465,1.0,0,none,1056
21,80s Hair Metal,PaSST,,,,,,,1,none,1056
21,80s Hair Metal,PANNs,,,,,,,1,none,1056
21,80s Hair Metal,TRR,80s Hair Metal Arena,0.2908200831600713,0.7692307692307693,0.7857142857142857,0.8662646521973407,1.0,0,none,1056
22,Modern Djent,Text-RAG,Modern Djent Chug,0.7378444502009266,0.7307692307692307,0.6666666666666666,0.61828702651671,1.0,0,none,1056
22,Modern Djent,Wav2Vec-RAG,Modern Djent Chug,0.7378444502009266,0.7307692307692307,0.6666666666666666,0.61828702651671,1.0,0,none,1056
22,Modern Djent,FeatureNN-RAG,Modern Djent Chug,0.7378444502009266,0.7307692307692307,0.6666666666666666,0.61828702651671,1.0,0,none,1056
22,Modern Djent,CLAP,Modern Djent Chug,0.7378444502009266,0.7307692307692307,0.6666666666666666,0.61828702651671,1.0,0,none,1056
22,Modern Djent,PaSST,,,,,,,1,none,1056
22,Modern Djent,PANNs,,,,,,,1,none,1056
22,Modern Djent,TRR,Modern Djent Chug,0.7378444502009266,0.7307692307692307,0.6666666666666666,0.61828702651671,1.0,0,none,1056
23,Doom/Stoner Fuzz,Text-RAG,DoomStoner Fuzz Heavy,0.5812840431858549,0.34782608695652173,0.125,0.36916999836590136,1.0,0,none,1056
23,Doom/Stoner Fuzz,Wav2Vec-RAG,DoomStoner Fuzz Heavy,0.5812840431858549,0.34782608695652173,0.125,0.36916999836590136,1.0,0,none,1056
23,Doom/Stoner Fuzz,FeatureNN-RAG,DoomStoner Fuzz Heavy,0.5812840431858549,0.34782608695652173,0.125,0.36916999836590136,1.0,0,none,1056
23,Doom/Stoner Fuzz,CLAP,DoomStoner Fuzz Heavy,0.5812840431858549,0.34782608695652173,0.125,0.36916999836590136,1.0,0,none,1056
23,Doom/Stoner Fuzz,PaSST,,,,,,,1,none,1056
23,Doom/Stoner Fuzz,PANNs,,,,,,,1,none,1056
23,Doom/Stoner Fuzz,TRR,DoomStoner Fuzz Heavy,0.5812840431858549,0.34782608695652173,0.125,0.36916999836590136,1.0,0,none,1056
24,Industrial Metal,Text-RAG,Industrial Metal Aggressive,0.12612539547852916,0.8461538461538461,0.9285714285714286,0.9666505464991171,1.0,0,none,1056
24,Industrial Metal,Wav2Vec-RAG,Industrial Metal Aggressive,0.12612539547852916,0.8461538461538461,0.9285714285714286,0.9666505464991171,1.0,0,none,1056
24,Industrial Metal,FeatureNN-RAG,Industrial Metal Aggressive,0.12612539547852916,0.8461538461538461,0.9285714285714286,0.9666505464991171,1.0,0,none,1056
24,Industrial Metal,CLAP,Industrial Metal Aggressive,0.12612539547852916,0.8461538461538461,0.9285714285714286,0.9666505464991171,1.0,0,none,1056
24,Industrial Metal,PaSST,,,,,,,1,none,1056
24,Industrial Metal,PANNs,,,,,,,1,none,1056
24,Industrial Metal,TRR,Industrial Metal Aggressive,0.12612539547852916,0.8461538461538461,0.9285714285714286,0.9666505464991171,1.0,0,none,1056
25,Liquid Lead,Text-RAG,Liquid Lead Smooth,0.3992550269210635,0.782608695652174,0.8461538461538461,0.9999834498690582,1.0,0,none,1056
25,Liquid Lead,Wav2Vec-RAG,Liquid Lead Smooth,0.3992550269210635,0.782608695652174,0.8461538461538461,0.9999834498690582,1.0,0,none,1056
25,Liquid Lead,FeatureNN-RAG,Liquid Lead Smooth,0.3992550269210635,0.782608695652174,0.8461538461538461,0.9999834498690582,1.0,0,none,1056
25,Liquid Lead,CLAP,Liquid Lead Smooth,0.3992550269210635,0.782608695652174,0.8461538461538461,0.9999834498690582,1.0,0,none,1056
25,Liquid Lead,PaSST,,,,,,,1,none,1056
25,Liquid Lead,PANNs,,,,,,,1,none,1056
25,Liquid Lead,TRR,Liquid Lead Smooth,0.3992550269210635,0.782608695652174,0.8461538461538461,0.9999834498690582,1.0,0,none,1056
26,Black Metal Lo-Fi,Text-RAG,Black Metal LoFi Raw,0.11601816649343019,0.8461538461538461,0.7857142857142857,0.9715163305914747,1.0,0,none,1056
26,Black Metal Lo-Fi,Wav2Vec-RAG,Black Metal LoFi Raw,0.11601816649343019,0.8461538461538461,0.7857142857142857,0.9715163305914747,1.0,0,none,1056
26,Black Metal Lo-Fi,FeatureNN-RAG,Black Metal LoFi Raw,0.11601816649343019,0.8461538461538461,0.7857142857142857,0.9715163305914747,1.0,0,none,1056
26,Black Metal Lo-Fi,CLAP,Black Metal LoFi Raw,0.11601816649343019,0.8461538461538461,0.7857142857142857,0.9715163305914747,1.0,0,none,1056
26,Black Metal Lo-Fi,PaSST,,,,,,,1,none,1056
26,Black Metal Lo-Fi,PANNs,,,,,,,1,none,1056
26,Black Metal Lo-Fi,TRR,Black Metal LoFi Raw,0.11601816649343019,0.8461538461538461,0.7857142857142857,0.9715163305914747,1.0,0,none,1056
27,Bitcrushed Synth,Text-RAG,Studio Clean,0.41600187146072254,0.5294117647058824,0.0,0.0003285923423450318,0.2,0,none,1056
27,Bitcrushed Synth,Wav2Vec-RAG,DoomStoner Fuzz Heavy,0.49194579983191666,0.43478260869565216,0.16666666666666666,0.5804346056216563,0.5,0,none,1056
27,Bitcrushed Synth,FeatureNN-RAG,Granular Texture Static,1.7937034533415526,0.35294117647058826,0.0,0.002001281775534689,0.16666666666666666,0,none,1056
27,Bitcrushed Synth,CLAP,DoomStoner Fuzz Heavy,0.49194579983191666,0.43478260869565216,0.16666666666666666,0.5804346056216563,0.5,0,none,1056
27,Bitcrushed Synth,PaSST,,,,,,,1,none,1056
27,Bitcrushed Synth,PANNs,,,,,,,1,none,1056
27,Bitcrushed Synth,TRR,Underwater,0.020768498282711,1.0,1.0,0.9973985165424629,1.0,0,none,1056
28,Infinite Sustain,Text-RAG,Infinite Sustain Lead,0.8100971074372879,0.8695652173913043,0.7692307692307693,0.9999416785957647,1.0,0,none,1056
28,Infinite Sustain,Wav2Vec-RAG,Infinite Sustain Lead,0.8100971074372879,0.8695652173913043,0.7692307692307693,0.9999416785957647,1.0,0,none,1056
28,Infinite Sustain,FeatureNN-RAG,Infinite Sustain Lead,0.8100971074372879,0.8695652173913043,0.7692307692307693,0.9999416785957647,1.0,0,none,1056
28,Infinite Sustain,CLAP,Infinite Sustain Lead,0.8100971074372879,0.8695652173913043,0.7692307692307693,0.9999416785957647,1.0,0,none,1056
28,Infinite Sustain,PaSST,,,,,,,1,none,1056
28,Infinite Sustain,PANNs,,,,,,,1,none,1056
28,Infinite Sustain,TRR,Infinite Sustain Lead,0.8100971074372879,0.8695652173913043,0.7692307692307693,0.9999416785957647,1.0,0,none,1056
29,Reverse Psychedelic,Text-RAG,Reverse Psychedelic Delay,0.2789053226019906,0.6551724137931034,0.5,0.5084843389623951,0.3333333333333333,0,none,1056
29,Reverse Psychedelic,Wav2Vec-RAG,British Invasion Classic,0.5600979669950702,0.38095238095238093,0.16666666666666666,0.36737812088471256,1.0,0,none,1056
29,Reverse Psychedelic,FeatureNN-RAG,Jazz Hollowbody Warm,0.6059216400403791,0.3333333333333333,0.0,0.21676620000339084,1.0,0,none,1056
29,Reverse Psychedelic,CLAP,Infinite Sustain Lead,66.80046055936884,0.5517241379310345,0.3333333333333333,0.001308827816224368,0.25,0,none,1056
29,Reverse Psychedelic,PaSST,,,,,,,1,none,1056
29,Reverse Psychedelic,PANNs,,,,,,,1,none,1056
29,Reverse Psychedelic,TRR,Reverse Psychedelic Delay,0.2789053226019906,0.6551724137931034,0.5,0.5084843389623951,0.3333333333333333,0,none,1056
30,Auto-Wah Funk,Text-RAG,Auto-Wah Funk Rhythm,0.06757800850670535,0.8571428571428571,0.7647058823529411,0.9925397484898149,1.0,0,none,1056
30,Auto-Wah Funk,Wav2Vec-RAG,Auto-Wah Funk Rhythm,0.06757800850670535,0.8571428571428571,0.7647058823529411,0.9925397484898149,1.0,0,none,1056
30,Auto-Wah Funk,FeatureNN-RAG,Auto-Wah Funk Rhythm,0.09716880165250155,0.75,0.7647058823529411,0.9830041304499736,1.0,0,none,1056
30,Auto-Wah Funk,CLAP,Auto-Wah Funk Rhythm,0.06757800850670535,0.8571428571428571,0.7647058823529411,0.9925397484898149,1.0,0,none,1056
30,Auto-Wah Funk,PaSST,,,,,,,1,none,1056
30,Auto-Wah Funk,PANNs,,,,,,,1,none,1056
30,Auto-Wah Funk,TRR,Auto-Wah Funk Rhythm,0.06757800850670535,0.8571428571428571,0.7647058823529411,0.9925397484898149,1.0,0,none,1056
31,Hard Rock Crunch,Text-RAG,Southern Rock,0.4114915854025971,0.4,0.13333333333333333,0.18293966420424865,0.3333333333333333,0,none,1056
31,Hard Rock Crunch,Wav2Vec-RAG,Jazz Hollowbody Warm,0.5591822858497687,0.35294117647058826,0.0,0.1009883783501329,0.2,0,none,1056
