beta,w_text_mean,w_text_std,w_text_min,w_text_max,l2_fusion_mean
0.5,0.4715639810426505,0.49679632641008103,0.0,1.0,0.30556584514049273
1.0,0.4715639810426505,0.49679632641008103,0.0,1.0,0.30556584514049273
2.0,0.4715639810426505,0.49679632641008103,0.0,1.0,0.30556584514049273
4.0,0.4715639810426505,0.49679632641008103,0.0,1.0,0.30556584514049273
