beta,w_text_mean,w_text_std,w_text_min,w_text_max,l2_text,l2_audio,l2_fusion,acc_text,acc_audio,acc_fusion,cos_text,cos_audio,cos_fusion
0.5,0.5015532577648257,0.0014576024556965555,0.4999330231173333,0.503619038774086,13.152801185006108,13.569609649619647,0.9308894094278715,0.8367210144927537,0.7342541797283177,0.8975543478260869,0.7048917402452376,0.43690308928304533,0.8378554330472264
1.0,0.5031064164951882,0.0029150611488113526,0.49986604623707004,0.507237698366844,13.152801185006108,13.569609649619647,0.9308894094278715,0.8367210144927537,0.7342541797283177,0.8975543478260869,0.7048917402452376,0.43690308928304533,0.8378554330472264
2.0,0.5062120409240543,0.00582897257849892,0.49973209249336903,0.5144723642363022,13.152801185006108,13.569609649619647,0.9308894094278715,0.8367210144927537,0.7342541797283177,0.8975543478260869,0.7048917402452376,0.43690308928304533,0.8378554330472264
4.0,0.5124177520094818,0.011648759595794306,0.4994641851405693,0.5289204989564803,13.152801185006108,13.569609649619647,0.9308894094278715,0.8367210144927537,0.7342541797283177,0.8975543478260869,0.7048917402452376,0.43690308928304533,0.8378554330472264
