method,query_idx,query_name,status,top1_acc_at_0_1,top1_cosine,top1_legacy_module_jaccard,top1_module,top1_name,top1_norm_l2,top1_recall,top1_switch_accuracy,top1_switch_f1,top1_switch_precision,top1_switch_recall
Wav2Vec_RP4096,601,Hyperpop Glitch Pulse,ok,0.4583333333333333,0.7758224343755118,0.6666666666666666,0.6666666666666666,Sea Shanty,0.31136509313661015,0.4,0.6666666666666666,0.8,0.6666666666666666,1.0
Wav2Vec_RP4096,1009,Dream Pop Dream,ok,0.49056603773584906,0.7572350740656116,0.5555555555555556,0.5555555555555556,Lofi Study Beats,0.29551133498634713,0.4230769230769231,0.5555555555555556,0.7142857142857143,0.5555555555555556,1.0
Wav2Vec_RP4096,617,Dubstep Wobble Pulse,ok,0.7692307692307693,0.9867904209183261,1.0,1.0,Dubstep Wobble Bass,0.08021223082993702,0.6785714285714286,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,818,Folk Metal Acoustic Rage,ok,0.7592592592592593,0.7186096189303857,0.3333333333333333,0.3333333333333333,Indie Pop Jangle Charm,0.27436020078119716,0.75,0.5555555555555556,0.5,0.4,0.6666666666666666
Wav2Vec_RP4096,986,Western Swing Sunrise,ok,1.0,0.9999999999999999,1.0,1.0,Indian Classical Sitar Moonrise,0.0,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,208,Retro Electro,ok,0.609375,0.6072183094060868,0.3333333333333333,0.3333333333333333,Technical Thrash Rage,0.32341476970841576,0.37142857142857144,0.3333333333333333,0.5,1.0,0.3333333333333333
Wav2Vec_RP4096,553,Celtic Folk Sunset,ok,0.8461538461538461,0.9855346393758379,1.0,1.0,Middle Eastern Sahara,0.0723551620861977,0.75,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,944,Modern R&B Philly,ok,0.5471698113207547,0.7240592909286317,0.5555555555555556,0.5555555555555556,Cuban Son,0.31262233152082797,0.5384615384615384,0.5555555555555556,0.7142857142857143,0.5555555555555556,1.0
Wav2Vec_RP4096,834,Smooth Jazz Lead Smoky,ok,0.7948717948717948,0.977687114345846,1.0,1.0,Free Jazz Avantgarde Improv,0.08184291674262453,0.6666666666666666,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,340,East Coast Boom Bap,ok,0.6923076923076923,0.9790257392163388,1.0,1.0,Madchester Baggy,0.11226477387382917,0.6470588235294118,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,560,Celtic Folk Heritage,ok,0.9487179487179487,0.9847616456795555,1.0,1.0,Celtic Folk Moonrise,0.06772405188210295,0.9166666666666666,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,1038,Britpop Indie,ok,0.8717948717948718,0.9798174643791777,1.0,1.0,Power Pop Dream,0.08211662541274665,0.7916666666666666,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,723,Modular Hybrid Drift,ok,0.5961538461538461,0.689711394871015,0.5714285714285714,0.5714285714285714,Dream Pop Indie,0.34285400157779017,0.4642857142857143,0.6666666666666666,0.7272727272727272,0.8,0.6666666666666666
Wav2Vec_RP4096,298,Bhangra Fusion,ok,1.0,0.9997339305761879,1.0,1.0,Multicultural Fusion,0.010503722678848795,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,564,Indian Classical Sitar Tropical,ok,0.8717948717948718,0.9903490927170565,1.0,1.0,Lo-Fi Bedroom Pop Charm,0.058785273272340094,0.7916666666666666,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,308,Chamber Pop,ok,0.5625,0.8125366329380889,0.6666666666666666,0.6666666666666666,UK Garage Bass,0.26885237736158685,0.5277777777777778,0.6666666666666666,0.8,1.0,0.6666666666666666
Wav2Vec_RP4096,111,Epic Orchestral Rock,ok,0.6923076923076923,0.9770959812824007,1.0,1.0,Inspiring Uplift,0.11273945377443935,0.6470588235294118,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,501,Spring Reverb Surf,ok,0.6222222222222222,0.8748053546555873,0.8888888888888888,0.8888888888888888,Visual Kei Glam,0.23592602137101423,0.5806451612903226,0.8888888888888888,0.9411764705882353,0.8888888888888888,1.0
Wav2Vec_RP4096,955,Country Telecaster Dusty,ok,0.8461538461538461,0.9876497795669835,1.0,1.0,Country Telecaster Honky,0.05880844599353482,0.75,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,520,Bossa Nova Acoustic Heritage,ok,0.8717948717948718,0.9860132196458421,1.0,1.0,Bossa Nova Acoustic Sahara,0.06387954777856983,0.7916666666666666,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,896,Neo-Soul Rhythm Philly,ok,0.5660377358490566,0.7596740131772592,0.5555555555555556,0.5555555555555556,Synth Funk,0.2691922659626489,0.5384615384615384,0.5555555555555556,0.7142857142857143,0.5555555555555556,1.0
Wav2Vec_RP4096,327,Deep Dub,ok,1.0,0.9997544057881033,1.0,1.0,Amapiano Log Drum,0.011687109453613675,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,1017,Chamber Pop Dream,ok,0.7608695652173914,0.9096184938128191,0.6,0.6,Muted Trumpet Jazz,0.15588396508805213,0.5416666666666666,0.7777777777777778,0.7499999999999999,1.0,0.6
Wav2Vec_RP4096,1084,Rotary Speaker Fast,ok,1.0,0.9999883852843348,1.0,1.0,Rotary Speaker,0.001720791166884712,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,186,Pirate Metal,ok,0.7222222222222222,0.7433910175707863,0.42857142857142855,0.42857142857142855,Memphis Soul Gospel,0.26914869917525386,0.6,0.5555555555555556,0.6,0.6,0.6
Wav2Vec_RP4096,917,Southern Soul Gospel Gospel,ok,1.0,1.0000000000000002,1.0,1.0,Indian Classical Sitar Andean,0.0,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,291,Auto-Tune Pop,ok,0.5283018867924528,0.809619792612576,0.5555555555555556,0.5555555555555556,VHS Glitch,0.25043755431232223,0.5333333333333333,0.5555555555555556,0.7142857142857143,0.5555555555555556,1.0
Wav2Vec_RP4096,488,Sitar Fusion,ok,0.6833333333333333,0.7795377321521361,0.3333333333333333,0.3333333333333333,Chillstep Ambient,0.24088320260362386,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333
Wav2Vec_RP4096,454,Phased Synth,ok,0.7435897435897436,0.9813001177699571,1.0,1.0,Nightcore Speed,0.10160413461378445,0.7058823529411765,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,391,Iranian Classical,ok,0.6666666666666666,0.9770954510728197,1.0,1.0,Impressionist Piano,0.11539870704241945,0.6176470588235294,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,128,Gothic Rock Reverb,ok,0.5925925925925926,0.7697680209265196,0.5555555555555556,0.5555555555555556,Spectral Freeze Glitch,0.3123771117431315,0.45454545454545453,0.5555555555555556,0.7142857142857143,0.8333333333333334,0.625
Wav2Vec_RP4096,666,Glitch Noise Echo,ok,0.6271186440677966,0.5330754312826801,0.2857142857142857,0.2857142857142857,Deathcore Breakdown Onslaught,0.39972023305085685,0.41379310344827586,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.3333333333333333
Wav2Vec_RP4096,499,Spectral Glow,ok,0.6,0.8721290895744941,0.8888888888888888,0.8888888888888888,Desert Blues,0.23917856209672148,0.5483870967741935,0.8888888888888888,0.9411764705882353,0.8888888888888888,1.0
Wav2Vec_RP4096,682,Prepared Guitar Echo,ok,0.5961538461538461,0.6852274029171836,0.5714285714285714,0.5714285714285714,Indian Classical Sitar Moonrise,0.34253200945081147,0.4642857142857143,0.6666666666666666,0.7272727272727272,0.8,0.6666666666666666
Wav2Vec_RP4096,1010,Dream Pop Shimmer,ok,1.0,0.9999999999999999,1.0,1.0,Southern Soul Gospel Sweet,0.0,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,2,Neo-Soul Clean,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1072,Neo-Soul Clean Rhythm,ok,0.7678571428571429,0.6436268704182109,0.2,0.2,Lo-Fi Hip Hop,0.26285637326550587,0.6363636363636364,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1116,Neo-Soul Clean - Pocket Groove Cut,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1146,Neo-Soul Clean - Sync Pulse Mix,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1176,Neo-Soul Clean - Muted Snap Take,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1206,Neo-Soul Clean - Chic Rhythm Pass,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1236,Neo-Soul Clean - Tight Jam Edit,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1266,Neo-Soul Clean - Velvet Groove Version,ok,0.7678571428571429,0.6391948711847228,0.2,0.2,Lo-Fi Hip Hop,0.26554523679340997,0.6190476190476191,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,816,Technical Thrash Onslaught,ok,0.59375,0.6099668750451591,0.3333333333333333,0.3333333333333333,Bubblegum Pop,0.32262279799119015,0.55,0.3333333333333333,0.5,0.3333333333333333,1.0
Wav2Vec_RP4096,191,Post-Hardcore Screamo,ok,0.576271186440678,0.76772661315665,0.4444444444444444,0.4444444444444444,Power Pop Glimmer,0.28460619908895013,0.36363636363636365,0.4444444444444444,0.6153846153846154,0.8,0.5
Wav2Vec_RP4096,28,Hard Rock Crunch,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1080,Hard Rock Crunch,ok,0.6071428571428571,0.6336875587355453,0.2,0.2,Jazz Box,0.26275427914985044,0.5416666666666666,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1107,Hard Rock Crunch - Vintage Drive Mix,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1137,Hard Rock Crunch - Raw Amp Pass,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1167,Hard Rock Crunch - Grit Stack Take,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1197,Hard Rock Crunch - Classic Crunch Edit,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1227,Hard Rock Crunch - Hot Valve Version,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,1257,Hard Rock Crunch - Saturated Bite Cut,ok,0.625,0.6195337084698117,0.2,0.2,Jazz Box,0.2711050791437925,0.5833333333333334,0.5555555555555556,0.33333333333333337,1.0,0.2
Wav2Vec_RP4096,127,Glitter Rock,ok,0.5208333333333334,0.7813845154226793,0.6666666666666666,0.6666666666666666,Hardstyle Psychedelic Digital,0.2847961295597532,0.4722222222222222,0.6666666666666666,0.8,1.0,0.6666666666666666
Wav2Vec_RP4096,533,Reggae Skank Andean,ok,0.8461538461538461,0.9764490244503082,1.0,1.0,Reggae Skank Sahara,0.08553201904538475,0.75,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,906,Philadelphia Soul Sweet,ok,1.0,0.9999999999999999,1.0,1.0,Indian Classical Sitar Moonrise,0.0,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,1077,Brown Sound Modern,ok,0.9743589743589743,0.9988474230543198,1.0,1.0,Brown Sound,0.017202535187592034,0.9523809523809523,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,418,Minimal Wave,ok,0.5283018867924528,0.7410957149063797,0.5555555555555556,0.5555555555555556,Chicago Soul Sweet,0.30426235910848676,0.37142857142857144,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556
Wav2Vec_RP4096,647,Deep House Beat,ok,0.5932203389830508,0.6594347987240156,0.2857142857142857,0.2857142857142857,Piano House,0.30800049345476227,0.3793103448275862,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.3333333333333333
Wav2Vec_RP4096,889,Neo-Soul Rhythm Groove,ok,0.9230769230769231,0.9920329454598996,1.0,1.0,Neo-Soul Rhythm Gospel,0.05108167538894267,0.875,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,724,Modular Hybrid Glitch,ok,0.7692307692307693,0.9739627488760823,1.0,1.0,Prepared Guitar Void,0.1298509106310775,0.6785714285714286,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,206,Rave Hardcore,ok,0.6101694915254238,0.6780658140698818,0.375,0.375,Drum and Bass Beat,0.3145647343557173,0.48,0.4444444444444444,0.5454545454545454,0.5,0.6
Wav2Vec_RP4096,966,Bluegrass Flatpick Rambler,ok,0.9487179487179487,0.9948984976377222,1.0,1.0,Bluegrass Flatpick Honky,0.03812331684108574,0.9166666666666666,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,676,Microtonal Fusion Glitch,ok,0.5961538461538461,0.7079686175429089,0.5714285714285714,0.5714285714285714,Synth Pop Charm,0.31630257899915565,0.4642857142857143,0.6666666666666666,0.7272727272727272,0.8,0.6666666666666666
Wav2Vec_RP4096,151,Krautrock Motorik,ok,0.6226415094339622,0.7971389252812062,0.5555555555555556,0.5555555555555556,K-Pop Shimmer Andean,0.24952809137501544,0.5277777777777778,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556
Wav2Vec_RP4096,202,Qawwali Devotional,ok,0.5625,0.783586214374149,0.6666666666666666,0.6666666666666666,UK Garage Digital,0.3009000401735428,0.5142857142857142,0.6666666666666666,0.8,1.0,0.6666666666666666
Wav2Vec_RP4096,635,Synthwave Guitar Cyber,ok,0.7272727272727273,0.9400453232589334,0.8333333333333334,0.8333333333333334,Nashville Session Twang,0.14897004030739067,0.5714285714285714,0.8888888888888888,0.9090909090909091,1.0,0.8333333333333334
Wav2Vec_RP4096,300,Blackened Crust,ok,0.6851851851851852,0.7304525704571548,0.42857142857142855,0.42857142857142855,Memphis Soul Sweet,0.27538268355255197,0.56,0.5555555555555556,0.6,0.6,0.6
Wav2Vec_RP4096,513,Bossa Nova Acoustic Sunset,ok,0.8974358974358975,0.977585841388827,1.0,1.0,Chicago Soul Philly,0.08545165840530261,0.8333333333333334,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,194,Power Electronics,ok,0.5,0.8404336861342475,0.6666666666666666,0.6666666666666666,Microtonal Fusion Prism,0.27491238602477247,0.3611111111111111,0.6666666666666666,0.8,1.0,0.6666666666666666
Wav2Vec_RP4096,286,Analog Warm Bass,ok,0.5333333333333333,0.8594055308553358,0.8888888888888888,0.8888888888888888,Space Cowboy,0.25447128580122125,0.4411764705882353,0.8888888888888888,0.9411764705882353,1.0,0.8888888888888888
Wav2Vec_RP4096,577,Japanese Enka Sunset,ok,0.559322033898305,0.7645635918820765,0.4444444444444444,0.4444444444444444,Tangerine Dream Style,0.28687642656413304,0.46153846153846156,0.4444444444444444,0.6153846153846154,0.5,0.8
Wav2Vec_RP4096,285,Ambient Guitar Loop,ok,0.5555555555555556,0.8581349752381456,0.8888888888888888,0.8888888888888888,Queercore DIY,0.256121742871436,0.45161290322580644,0.8888888888888888,0.9411764705882353,0.8888888888888888,1.0
Wav2Vec_RP4096,1033,Britpop Dream,ok,0.8974358974358975,0.977585841388827,1.0,1.0,Britpop Hazy,0.08545165840530261,0.8333333333333334,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,447,Overdrive Crunch,ok,0.74,0.7826082732205963,0.5,0.5,Irish Reel,0.2528401801946383,0.64,0.6666666666666666,0.6666666666666665,0.75,0.6
Wav2Vec_RP4096,733,Shoegaze Wall Static,ok,0.5961538461538461,0.6959528585102125,0.5714285714285714,0.5714285714285714,Lo-Fi Bedroom Pop Shimmer,0.3302700645283862,0.4642857142857143,0.6666666666666666,0.7272727272727272,0.8,0.6666666666666666
Wav2Vec_RP4096,976,Nashville Session Frontier,ok,0.8461538461538461,0.9873440861635845,1.0,1.0,Latin Rock Fusion Voyage,0.06432249565850663,0.75,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,621,Dubstep Wobble Synth,ok,0.8717948717948718,0.9809874935069072,1.0,1.0,Hyperpop Glitch Wave,0.09226696886452537,0.8214285714285714,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,829,Complex Jazz Fusion Crescendo,ok,1.0,1.0000000000000002,1.0,1.0,Motown Soul Gospel,0.0,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,995,Americana Alt Dusty,ok,0.8461538461538461,0.9876497795669835,1.0,1.0,Philadelphia Soul Soulful,0.05880844599353482,0.75,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,1047,Power Pop Charm,ok,0.6666666666666666,0.7455760101617243,0.42857142857142855,0.42857142857142855,Scandinavian Black Metal,0.27016666695260605,0.5,0.5555555555555556,0.6,0.6,0.6
Wav2Vec_RP4096,530,Reggae Skank Moonrise,ok,0.8974358974358975,0.9867450493376136,1.0,1.0,Memphis Soul Soulful,0.06383317622188382,0.8333333333333334,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,82,Chinese Guzheng Ambient,ok,1.0,0.9995834373869249,1.0,1.0,Bell Choir Ambient,0.01481246698932868,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,861,Cool Jazz Crescendo,ok,0.7441860465116279,0.9105220747680115,0.8,0.8,Reggae Dubplate,0.1552219704340723,0.5833333333333334,0.8888888888888888,0.888888888888889,1.0,0.8
Wav2Vec_RP4096,788,Nu Metal 7-String Chaos,ok,0.7222222222222222,0.7540417967605001,0.3333333333333333,0.3333333333333333,Dream Pop Sparkle,0.24953246380071753,0.65,0.5555555555555556,0.5,0.4,0.6666666666666666
