method,query_idx,query_name,status,top1_acc_at_0_1,top1_cosine,top1_legacy_module_jaccard,top1_module,top1_name,top1_norm_l2,top1_recall,top1_switch_accuracy,top1_switch_f1,top1_switch_precision,top1_switch_recall
Wav2Vec_RP4096,897,Motown Soul Groove,ok,0.8461538461538461,0.9855346393758379,1.0,1.0,Cool Jazz Velvet,0.0723551620861977,0.75,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,133,Heartland Rock,ok,0.7948717948717948,0.9717135688038189,1.0,1.0,Twee Pop,0.11228483849897346,0.7647058823529411,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,775,Deathcore Breakdown Venom,ok,0.7659574468085106,0.7623779509259943,0.5,0.5,Bossa Nova Guitar,0.26383170110280607,0.65,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666
Wav2Vec_RP4096,695,Granular Texture Aether,ok,0.4791666666666667,0.8234005223311563,0.6666666666666666,0.6666666666666666,Spoken Poetry,0.2988317601341176,0.36666666666666664,0.6666666666666666,0.8,0.6666666666666666,1.0
Wav2Vec_RP4096,91,D-beat Punk,ok,0.6379310344827587,0.7352649263936,0.5555555555555556,0.5555555555555556,K-Pop Polished,0.2653303488065992,0.47058823529411764,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556
Wav2Vec_RP4096,70,Big Band Swing,ok,0.7692307692307693,0.9814526326254857,1.0,1.0,Synthwave Sunset,0.09998398525791526,0.7272727272727273,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,487,Shoegaze Drone,ok,0.6111111111111112,0.7690013083780478,0.5555555555555556,0.5555555555555556,Modular Hybrid Flux,0.31743962343022764,0.48484848484848486,0.5555555555555556,0.7142857142857143,0.8333333333333334,0.625
Wav2Vec_RP4096,266,Urban Cowboy,ok,0.6140350877192983,0.785095206792178,0.4444444444444444,0.4444444444444444,Reggae Dubplate,0.246066162472259,0.4166666666666667,0.4444444444444444,0.6153846153846153,1.0,0.4444444444444444
Wav2Vec_RP4096,672,Glitch Noise Prism,ok,0.5208333333333334,0.8418194206942685,0.6666666666666666,0.6666666666666666,Ska Upstroke,0.2774628673515632,0.43333333333333335,0.6666666666666666,0.8,0.6666666666666666,1.0
Wav2Vec_RP4096,627,Techno Industrial Cyber,ok,0.7045454545454546,0.9455497111075029,0.8333333333333334,0.8333333333333334,Indie Pop Jangle Charm,0.1434981456987746,0.5357142857142857,0.8888888888888888,0.9090909090909091,1.0,0.8333333333333334
Wav2Vec_RP4096,33,Swedish Death Metal,ok,1.0,0.9993083192633034,1.0,1.0,Thrash Metal Scoop,0.015812860133823603,1.0,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,1036,Britpop Glimmer,ok,0.7209302325581395,0.9142533768855703,0.8,0.8,Scottish Folk,0.14474434055318483,0.5416666666666666,0.8888888888888888,0.888888888888889,1.0,0.8
Wav2Vec_RP4096,841,Gypsy Jazz Manouche Blue,ok,0.8974358974358975,0.9880178385237505,1.0,1.0,Free Jazz Avantgarde Smoky,0.0626569325749138,0.8333333333333334,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,193,Post-Punk Bassline,ok,0.559322033898305,0.765972068255258,0.4444444444444444,0.4444444444444444,Memphis Soul Motown,0.28586736935026597,0.36363636363636365,0.4444444444444444,0.6153846153846154,0.8,0.5
Wav2Vec_RP4096,188,Polka Accordion,ok,0.5263157894736842,0.7403219349185612,0.4444444444444444,0.4444444444444444,Serbian Turbofolk,0.29334961029882406,0.2777777777777778,0.4444444444444444,0.6153846153846153,1.0,0.4444444444444444
Wav2Vec_RP4096,297,Berlin Techno,ok,0.5660377358490566,0.7661166798124919,0.5555555555555556,0.5555555555555556,Country Rock Twang Frontier,0.2746590399707453,0.4444444444444444,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556
Wav2Vec_RP4096,247,Tabla Fusion,ok,0.6833333333333333,0.7779050712913684,0.3333333333333333,0.3333333333333333,Gypsy Jazz,0.2423270151562693,0.5,0.3333333333333333,0.5,1.0,0.3333333333333333
Wav2Vec_RP4096,589,Future Bass Pluck Synth,ok,0.4791666666666667,0.8127996253821376,0.6666666666666666,0.6666666666666666,Hi-NRG Dance,0.2735310342869144,0.43333333333333335,0.6666666666666666,0.8,0.6666666666666666,1.0
Wav2Vec_RP4096,324,Cyber R&B,ok,0.5471698113207547,0.782361786115575,0.5555555555555556,0.5555555555555556,Reggae Skank Sahara,0.25547174151406005,0.3888888888888889,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556
Wav2Vec_RP4096,394,Italian Disco,ok,0.717948717948718,0.9799100135805143,1.0,1.0,Outback Didgeridoo,0.11153319387450043,0.6764705882352942,1.0,1.0,1.0,1.0
Wav2Vec_RP4096,817,Folk Metal Acoustic Fury,ok,0.7592592592592593,0.7375289073935059,0.3333333333333333,0.3333333333333333,Celtic Folk Mystic,0.268174509644026,0.75,0.5555555555555556,0.5,0.4,0.6666666666666666
Wav2Vec_RP4096,610,Drum and Bass Neon,ok,0.5208333333333334,0.8197358074766963,0.6666666666666666,0.6666666666666666,Electro Swing,0.2667573340146147,0.5,0.6666666666666666,0.8,0.6666666666666666,1.0
Wav2Vec_RP4096,93,Darkwave Synth,ok,0.5208333333333334,0.8274111829776647,0.6666666666666666,0.6666666666666666,Modular Hybrid Flux,0.28216180293049875,0.3888888888888889,0.6666666666666666,0.8,1.0,0.6666666666666666
Wav2Vec_RP4096,455,Philharmonic Rock,ok,0.6037735849056604,0.7859282472409979,0.5555555555555556,0.5555555555555556,Country Rock Twang Rambler,0.25464652986758285,0.5,0.5555555555555556,0.7142857142857143,1.0,0.5555555555555556
Wav2Vec_RP4096,294,Barbershop Quartet,ok,0.5833333333333334,0.7276357208670583,0.3333333333333333,0.3333333333333333,Rhodes Soul,0.29218367038210724,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333
