beta,w_text_mean,w_text_std,w_text_min,w_text_max,l2_fusion_mean
0.5,0.6094867972645639,0.026695980019753675,0.4998941656906021,0.6224589615574657,0.9038437268310784
1.0,0.707639249527936,0.04930823927269996,0.49978833139083284,0.7310579601161723,0.9079935053288012
2.0,0.8478216251355907,0.07586339084766644,0.49957666285704777,0.8807964173861027,1.194693154000874
4.0,0.9547386874677196,0.08451376191220744,0.4991533263111245,0.9820135677782681,1.1849485741209203
