condition,method,n,alpha_mean,l2_mean,l2_std,acc_mean,recall_mean,cosine_mean,module_mean,recall@k_mean,mrr_mean,ndcg@k_mean
reverb_rt60_0.6,fixed_fusion_a0.30,201,0.29999999999999893,93.44883502042258,93.61948251085936,0.5751717526571666,0.4351001881788802,0.49202910188413085,0.6965865118850195,0.015672113293442473,0.4056384742951907,0.3457158169278704
reverb_rt60_0.6,fixed_fusion_a0.50,201,0.5,66.89174873439566,90.30442444586565,0.6696398235337446,0.5621125452647191,0.6341420242127129,0.7936330253494429,0.024743438355812795,0.5597014925373134,0.5444917204069623
reverb_rt60_0.6,fixed_fusion_a0.70,201,0.7000000000000008,64.30546364650051,90.28593852066037,0.6790523995535833,0.574288418283007,0.6545465445223287,0.8037056779594091,0.0252415013987431,0.5718905472636816,0.5546119420620342
reverb_rt60_0.6,fixed_fusion_a1.00,201,1.0,62.42516166291399,89.66043676300092,0.6835325176513817,0.5759174163275935,0.6534459331441471,0.7991648898365312,0.02517716386557982,0.5785240464344942,0.5542080213741851
reverb_rt60_1.0,adaptive_fusion,201,0.5499999999999982,65.27254770557845,89.91538393376926,0.6762961253579568,0.5724064397738864,0.6446246567465946,0.8020078180525937,0.025147738188690524,0.5671641791044776,0.5545519759696097
reverb_rt60_1.0,fixed_fusion_a0.00,201,0.0,132.3455838798886,77.97810169077877,0.4301610141717748,0.26536761589237384,0.32733415169362773,0.6218550106609811,0.0037470802860626556,0.1370646766169154,0.08166209204793584
reverb_rt60_1.0,fixed_fusion_a0.30,201,0.29999999999999893,91.78616654608031,92.60220220410561,0.5759369449704906,0.43481067182263855,0.4980654900756959,0.6962548369264788,0.015576651474261148,0.4041459369817578,0.3435666116658729
reverb_rt60_1.0,fixed_fusion_a0.50,201,0.5,67.80250168615642,90.61991296610987,0.6688062931984204,0.5620925983791006,0.6292424508152462,0.7934119087104159,0.024924486633570487,0.5597014925373134,0.548117380653819
reverb_rt60_1.0,fixed_fusion_a0.70,201,0.7000000000000008,64.30366741650748,90.2872237435467,0.6822415818472432,0.5794275577505047,0.6545465447833161,0.8031134012477293,0.02541839820422265,0.5718905472636816,0.558784320659102
reverb_rt60_1.0,fixed_fusion_a1.00,201,1.0,62.42516166291399,89.66043676300092,0.6835325176513817,0.5759174163275935,0.6534459331441471,0.7991648898365312,0.02517716386557982,0.5785240464344942,0.5542080213741851
truncate_30,adaptive_fusion,201,0.7000000000000008,67.02302542181292,90.89725928526599,0.6798701643248045,0.5768037289356046,0.6409488986577307,0.8002072968490874,0.025513778139146497,0.573134328358209,0.5601937961035215
truncate_30,fixed_fusion_a0.00,201,0.0,124.36116588174808,73.07588708804694,0.43727414205331383,0.2707331355273393,0.358660941289111,0.5990030008686726,0.0037373828598830055,0.11641791044776119,0.07408924943539828
truncate_30,fixed_fusion_a0.30,201,0.29999999999999893,88.98366151365555,91.77629071338322,0.5832183719036697,0.4460374742051076,0.5274534577902734,0.7109867330016584,0.016436354674993117,0.3966832504145937,0.35833289620644804
truncate_30,fixed_fusion_a0.50,201,0.5,71.03804923354733,90.83981601429299,0.6637077854016686,0.5592738078038874,0.6157612598790919,0.7901741293532335,0.025148071845023406,0.5577114427860697,0.5484252739321207
truncate_30,fixed_fusion_a0.70,201,0.7000000000000008,67.02302542181292,90.89725928526599,0.6798701643248045,0.5768037289356046,0.6409488986577307,0.8002072968490874,0.025513778139146497,0.573134328358209,0.5601937961035215
truncate_30,fixed_fusion_a1.00,201,1.0,62.42516166291399,89.66043676300092,0.6835325176513817,0.5759174163275935,0.6534459331441471,0.7991648898365312,0.02517716386557982,0.5785240464344942,0.5542080213741851
truncate_50,adaptive_fusion,201,0.5499999999999982,67.05966310940624,90.42414362216465,0.6703810699348811,0.5665453659675324,0.6286367653201961,0.7943042722893465,0.025334080863040606,0.5613598673300165,0.5546828840402466
truncate_50,fixed_fusion_a0.00,201,0.0,124.46025752799375,83.38735022063824,0.4543299950330674,0.26712419045564706,0.29848523553005796,0.5677998894416808,0.003947556778884386,0.15572139303482585,0.08531078972410276
truncate_50,fixed_fusion_a0.30,201,0.29999999999999893,88.47201831723504,91.98478782502461,0.5918147673024602,0.4537589453454341,0.5105424119902687,0.7051271420674405,0.01644721350306679,0.40837479270315097,0.3620964338904185
truncate_50,fixed_fusion_a0.50,201,0.5,68.8425604526764,89.95757704409574,0.6546265525077671,0.5463294476063111,0.6008145433812937,0.7812149569612252,0.025152239294303397,0.5456053067993367,0.5459681742526178
truncate_50,fixed_fusion_a0.70,201,0.7000000000000008,64.8347640518458,89.93760426996272,0.6809786251457086,0.5753943951658383,0.6457729537682119,0.7987108110242436,0.0251502828317741,0.5644278606965174,0.5524288127872194
truncate_50,fixed_fusion_a1.00,201,1.0,62.42516166291399,89.66043676300092,0.6835325176513817,0.5759174163275935,0.6534459331441471,0.7991648898365312,0.02517716386557982,0.5785240464344942,0.5542080213741851
